Abbrev,Rxn_Name,Equation,Subsystem,Gene(s),References
HACD8p,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",[x] : 3ohodcoa + h + nadh <==> 3hodcoa + nad,Fatty Acid Degradation,PAS_chr2-1_0776,
HACNHm,"homoacontinate hydratase, mitochondrial",[m] : b124tc + h2o <==> hicit,Threonine and Lysine Metabolism,PAS_chr4_0795,
HBZOPT6m,"Hydroxybenzoate octaprenyltransferase, mitochondrial",[m] : 4hbz + hexdp --> 3ophb_5 + ppi,Quinone Biosynthesis,PAS_chr3_0291,
HCITSm,homocitrate synthase,[m] : accoa + akg + h2o --> coa + h + hcit,Pyruvate Metabolism,PAS_chr1-1_0313,
HCITSn,homocitrate synthase,[n] : accoa + akg + h2o --> coa + h + hcit,Pyruvate Metabolism,PAS_chr1-1_0313,
HCO3E,HCO3 equilibration reaction,[c] : co2 + h2o <==> h + hco3,Other,NA,
HCO3Em,HCO3 equilibration reaction,[m] : co2 + h2o <==> h + hco3,Other,NA,
HCO3En,"HCO3 equilibrium reaction, nuclear",[n] : co2 + h2o <==> h + hco3,Other,NA,
HCO3tn,bicarbonate nuclear transport via diffusion,hco3[c] <==> hco3[n],"Transport, Nuclear",NA,
HCYSMT,homocysteine S-methyltransferase,[c] : amet + hcys-L --> ahcys + h + met-L,Alanine and Aspartate Metabolism,PAS_chr4_0664,
HDCAt,Hexadecanoate (n-C16:0) transport in via uniport,hdca[e] --> hdca[c],"Transport, Extracellular",NA,
HDCEAt,hexadecenoate (n-C16:1) transport in via uniport,hdcea[e] --> hdcea[c],"Transport, Extracellular",NA,
HEMEOMOm,"Heme O monooxygenase, mitochondrial",[m] : hemeO + nadh + o2 --> h2o + hemeA + nad,Porphyrin and Chlorophyll Metabolism,"PAS_chr4_0449, PAS_chr3_0058, PAS_FragB_0042",
HEMEOSm,"Heme O synthase, mitochondrial",[m] : frdp + h2o + pheme --> hemeO + ppi,Porphyrin and Chlorophyll Metabolism,PAS_chr1-3_0194,
HETZK,hydroxyethylthiazole kinase,[c] : 4mhetz + atp --> 4mpetz + adp + h,Thiamine Metabolism,PAS_chr3_0843,
HEX1,hexokinase (D-glucose:ATP),[c] : atp + glc-D --> adp + g6p + h,Glycolysis/Gluconeogenesis,"PAS_chr4_0624, PAS_chr3_1192",
HEX4,hexokinase (D-mannose:ATP),[c] : atp + man --> adp + h + man6p,Glycolysis/Gluconeogenesis,PAS_chr3_1192,
HEX7,hexokinase (D-fructose:ATP),[c] : atp + fru --> adp + f6p + h,Glycolysis/Gluconeogenesis,PAS_chr3_1192,
HICITDm,homoisocitrate dehydrogenase,[m] : hicit + nad <==> h + nadh + oxag,Threonine and Lysine Metabolism,PAS_chr2-2_0168,
HISt2r,L-histidine reversible transport via proton symport,h[e] + his-L[e] <==> h[c] + his-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0203, PAS_chr1-1_0030",
HISt6,L-histidine transport in via proton antiport (vacuolar),h[v] + his-L[c] --> h[c] + his-L[v],"Transport, Vacuolar","PAS_chr3_0519, PAS_chr1-3_0206, PAS_chr3_1201",
HISTD,histidinol dehydrogenase,[c] : h2o + histd + (2) nad --> (3) h + his-L + (2) nadh,Histidine Metabolism,PAS_chr1-4_0160,
HISTP,histidinol-phosphatase,[c] : h2o + hisp --> histd + pi,Histidine Metabolism,PAS_chr1-1_0397,
HISTRS,Histidyl-tRNA synthetase,[c] : atp + his-L + trnahis --> amp + histrna + ppi,tRNA charging,PAS_chr1-3_0244,
HISTRSm,"histidyl-tRNA synthetase, mitochondrial",[m] : atp + his-L + trnahis --> amp + histrna + ppi,tRNA charging,PAS_chr1-3_0244,
HKYNH,3-Hydroxy-L-kynurenine hydrolase,[c] : h2o + hLkynr --> 3hanthrn + ala-L,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr3_1194,
HMBS,hydroxymethylbilane synthase,[c] : h2o + (4) ppbng --> hmbil + (4) nh4,Porphyrin and Chlorophyll Metabolism,PAS_chr1-4_0303,
HMGCOAR,Hydroxymethylglutaryl CoA reductase,[c] : coa + mev-R + (2) nadp <==> (2) h + hmgcoa + (2) nadph,Sterol Metabolism,PAS_chr2-2_0230,
HMGCOAS,Hydroxymethylglutaryl CoA synthase,[c] : coa + h + hmgcoa <==> aacoa + accoa + h2o,Sterol Metabolism,PAS_chr2-1_0191,
HMGCOASm,"Hydroxymethylglutaryl CoA synthase, mitochondrial",[m] : coa + h + hmgcoa <==> aacoa + accoa + h2o,Sterol Metabolism,PAS_chr2-1_0191,
HMGCOAtm,Hydroxymethylglutaryl-CoA reversible mitochondrial transport,hmgcoa[c] <==> hmgcoa[m],"Transport, Mitochondrial",NA,
HMPK1,hydroxymethylpyrimidine kinase (ATP),[c] : 4ahmmp + atp --> 4ampm + adp + h,Thiamine Metabolism,"PAS_chr3_0842, PAS_chr1-4_0141",
HPPKm,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase, mitochondrial",[m] : 2ahhmp + atp --> 2ahhmd + amp + h,Folate Metabolism,PAS_chr2-2_0302,
HPROa,L-hydroxyproline reductase (NAD),[c] : 1p3h5c + (2) h + nadh --> 4hpro-LT + nad,Arginine and Proline Metabolism,PAS_chr4_0398,
HPROb,L-hydroxyproline reductase (NADP),[c] : 1p3h5c + (2) h + nadph --> 4hpro-LT + nadp,Arginine and Proline Metabolism,PAS_chr4_0398,
HPROxm,"L-hydroxyproline dehydrogenase (NAD), mitochondrial",[m] : 4hpro-LT + nad --> 1p3h5c + (2) h + nadh,Arginine and Proline Metabolism,PAS_chr2-2_0496,
HPROym,"L-hydroxyproline dehydrogenase (NADP), mitochondrial",[m] : 4hpro-LT + nadp --> 1p3h5c + (2) h + nadph,Arginine and Proline Metabolism,PAS_chr2-2_0496,
HSDxi,"homoserine dehydrogenase (NADH), irreversible",[c] : aspsa + h + nadh --> hom-L + nad,Glycine and Serine Metabolism,PAS_chr1-4_0049,
HSDyi,"homoserine dehydrogenase (NADP), irreversible",[c] : aspsa + h + nadph --> hom-L + nadp,Glycine and Serine Metabolism,PAS_chr1-4_0049,
HSERTA,homoserine O-trans-acetylase,[c] : accoa + hom-L <==> achms + coa,Methionine Metabolism,PAS_chr4_0865,
HSK,homoserine kinase,[c] : atp + hom-L --> adp + h + phom,Glycine and Serine Metabolism,PAS_chr3_0899,
HSTPT,histidinol-phosphate transaminase,[c] : glu-L + imacp --> akg + hisp,Histidine Metabolism,PAS_chr2-1_0684,
HXANt2r,hypoxanthine reversible transport via proton symport,h[e] + hxan[e] <==> h[c] + hxan[c],"Transport, Extracellular",NA,
HXPRT,hypoxanthine phosphoribosyltransferase (Hypoxanthine),[c] : hxan + prpp --> imp + ppi,Nucleotide Salvage Pathway,PAS_chr3_0887,
IAMOHt,isoamyl alcohol transport (extracellular),iamoh[c] <==> iamoh[e],"Transport, Extracellular",NA,
IAMOHtm,isoamyl alcohol transport (mitochondrial),iamoh[c] <==> iamoh[m],"Transport, Mitochondrial",NA,
IBUTOHt,isobutyl alcohol transport (extracellular),ibutoh[c] <==> ibutoh[e],"Transport, Extracellular",NA,
IBUTOHtm,isobutyl alcohol transport (mitochondrial),ibutoh[c] <==> ibutoh[m],"Transport, Mitochondrial",NA,
ICDHxm,Isocitrate dehydrogenase (NAD+),[m] : icit + nad --> akg + co2 + nadh,Citric Acid Cycle,PAS_chr2-1_0120+PAS_chr4_0580,
ICDHy,isocitrate dehydrogenase (NADP),[c] : icit + nadp --> akg + co2 + nadph,Citric Acid Cycle,PAS_chr2-1_0580,
ICDHym,Isocitrate dehydrogenase (NADP+),[m] : icit + nadp --> akg + co2 + nadph,Citric Acid Cycle,PAS_chr1-1_0233,
ICDHyp,Isocitrate dehydrogenase (NADP+),[x] : icit + nadp --> akg + co2 + nadph,Citric Acid Cycle,PAS_chr2-1_0580,
ICL,Isocitrate lyase,[c] : icit --> glx + succ,Anaplerotic reactions,PAS_chr1-4_0338,
ID3ACALDt,Indoleacetaldehyde transport (extracellular),id3acald[c] <==> id3acald[e],"Transport, Extracellular",NA,
ID3ACALDtm,indole-3-acetaldehyde mitochondrial transport via diffusion,id3acald[c] <==> id3acald[m],"Transport, Mitochondrial",NA,
IG3PS,Imidazole-glycerol-3-phosphate synthase,[c] : gln-L + prlp --> aicar + eig3p + glu-L + h,Histidine Metabolism,PAS_chr4_0703,
IGPDH,imidazoleglycerol-phosphate dehydratase,[c] : eig3p --> h2o + imacp,Histidine Metabolism,PAS_chr3_0788,
IGPS,indole-3-glycerol-phosphate synthase,[c] : 2cpr5p + h --> 3ig3p + co2 + h2o,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr3_0962,
ILEt2r,L-isoleucine reversible transport via proton symport,h[e] + ile-L[e] <==> h[c] + ile-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0030",
ILEt6,L-isoleucine transport in via proton antiport (vacuolar),h[v] + ile-L[c] --> h[c] + ile-L[v],"Transport, Vacuolar",PAS_chr3_0226,
ILEt7,"L-isoleucine transport out via proton symport, vacuolar",h[v] + ile-L[v] --> h[c] + ile-L[c],"Transport, Vacuolar","PAS_chr3_0295, PAS_chr2-2_0343",
ILETA,isoleucine transaminase,[c] : akg + ile-L <==> 3mop + glu-L,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
ILETAm,"isoleucine transaminase, mitochondrial",[m] : akg + ile-L <==> 3mop + glu-L,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
ILEtmi,Isoleucine transport from mitochondria to cytosol,ile-L[m] --> ile-L[c],"Transport, Mitochondrial",NA,
ILETRS,Isoleucyl-tRNA synthetase,[c] : atp + ile-L + trnaile --> amp + iletrna + ppi,tRNA charging,PAS_chr4_0709,
ILETRSm,"isoleucyl-tRNA synthetase, mitochondrial",[m] : atp + ile-L + trnaile --> amp + iletrna + ppi,tRNA charging,PAS_chr2-1_0123,
IMPC,IMP cyclohydrolase,[c] : h2o + imp <==> fprica,Purine and Pyrimidine Biosynthesis,PAS_chr2-1_0660,
IMPD,IMP dehydrogenase,[c] : h2o + imp + nad --> h + nadh + xmp,Purine and Pyrimidine Biosynthesis,NA,
IND3ETHt,Tryptophol transport (extracellular,ind3eth[c] <==> ind3eth[e],"Transport, Extracellular",NA,
IND3ETHtm,Tryptophol transport (mitochondrial),ind3eth[c] <==> ind3eth[m],"Transport, Mitochondrial",NA,
INDPYRD,Indole-3-pyruvate decarboxylase,[c] : h + indpyr <==> co2 + id3acald,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","PAS_chr3_0188, PAS_chr3_0095",
INSt2,inosine transport in via proton symport,h[e] + ins[e] --> h[c] + ins[c],"Transport, Extracellular",NA,
INSTt2,inositol transport in via proton symport,h[e] + inost[e] --> h[c] + inost[c],"Transport, Extracellular",PAS_chr2-1_0489,
IPC124PLC_PP,"inositol phosphorylceramide, ceramide-1 (24C) phospholipase C",[c] : h2o + ipc124_PP --> cer1_24 + h + mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
IPC126PLC_PP,"inositol phosphorylceramide, ceramide-1 (26C) phospholipase C",[c] : h2o + ipc126_PP --> cer1_26 + h + mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
IPC224PLC_PP,"inositol phosphorylceramide, ceramide-2 (24C) phospholipase C",[c] : h2o + ipc224_PP --> cer2_24 + h + mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
IPC226PLC_PP,"inositol phosphorylceramide, ceramide-2 (26C) phospholipase C",[c] : h2o + ipc226_PP --> cer2_26 + h + mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
IPC324PLC_PP,"inositol phosphorylceramide, ceramide-3 (24C) phospholipase C",[c] : h2o + ipc324_PP --> cer3_24 + h + mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
IPC326PLC_PP,"inositol phosphorylceramide, ceramide-3 (26C) phospholipase C",[c] : h2o + ipc326_PP --> cer3_26 + h + mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
IPCS124_PP,"Inositol phosphorylceramide synthase (ceramide-1, 24C), yeast-specific",[c] : cer1_24 + ptd1ino_PP --> 12dgr_PP + ipc124_PP,Sphingolipid Metabolism,PAS_chr2-2_0330,
IPCS126_PP,"Inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific",[c] : cer1_26 + ptd1ino_PP --> 12dgr_PP + ipc126_PP,Sphingolipid Metabolism,PAS_chr2-2_0330,
IPCS224_PP,"Inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific",[c] : cer2_24 + ptd1ino_PP --> 12dgr_PP + ipc224_PP,Sphingolipid Metabolism,PAS_chr2-2_0330,
IPCS226_PP,"Inositol phosphoryceramide synthase (ceramide-2, 26C), yeast-specific",[c] : cer2_26 + ptd1ino_PP --> 12dgr_PP + ipc226_PP,Sphingolipid Metabolism,PAS_chr2-2_0330,
IPCS324_PP,"Inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific",[c] : cer3_24 + ptd1ino_PP --> 12dgr_PP + ipc324_PP,Sphingolipid Metabolism,PAS_chr2-2_0330,
IPCS326_PP,"Inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific",[c] : cer3_26 + ptd1ino_PP --> 12dgr_PP + ipc326_PP,Sphingolipid Metabolism,PAS_chr2-2_0330,
IPDDI,isopentenyl-diphosphate D-isomerase,[c] : ipdp <==> dmpp,Sterol Metabolism,PAS_chr1-4_0429,
IPDPtm,"Isopentenyl diphosphate transport, mitochondrial",ipdp[c] <==> ipdp[m],"Transport, Mitochondrial",NA,
IPMD,3-isopropylmalate dehydrogenase,[c] : 3c2hmp + nad --> 3c4mop + h + nadh,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr3_0039,
IPPMIa,3-isopropylmalate dehydratase,[c] : 3c2hmp <==> 2ippm + h2o,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr2-1_0368,
IPPMIb,2-isopropylmalate hydratase,[c] : 2ippm + h2o <==> 3c3hmp,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr2-1_0368,
IPPS,2-isopropylmalate synthase,[c] : 3mob + accoa + h2o --> 3c3hmp + coa + h,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr2-1_0415,
IPPSm,"2-isopropylmalate synthase, mitochondrial",[m] : 3mob + accoa + h2o --> 3c3hmp + coa + h,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr2-1_0415,
ITCOALm,"Itaconate--CoA ligase (ADP-forming), mitochondrial",[m] : atp + coa + itacon <==> adp + itaccoa + pi,Citric Acid Cycle,PAS_chr2-2_0407+PAS_chr3_0831,
KARA1im,"acetohydroxy acid isomeroreductase, mitochondrial",[m] : alac-S + h + nadph --> 23dhmb + nadp,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr1-1_0432,
KARA2im,"ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial",[m] : 2ahbut + h + nadph --> 23dhmp + nadp,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr1-1_0432,
KYN,kynureninase,[c] : Lkynr + h2o --> ala-L + anth + h,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr3_1194,
KYN3OX,kynurenine 3-monooxygenase,[c] : Lkynr + h + nadph + o2 --> h2o + hLkynr + nadp,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr4_0830,
LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,[c] : h + mthgxl + nadph --> lald-L + nadp,Alternate Carbon Metabolism,"PAS_chr3_0744, PAS_chr4_0336",
LANOSTAT_PP,"Acyl-CoA:lanosterol acyltransferase, yeast-specific",[c] : lanost + (0.16654) pmtcoa + (0.05956) hdcoa + (0.03292) stcoa + (0.33054) odecoa + (0.41044) ocdycacoa --> coa + lanostest_PP,Sterol Metabolism,PAS_chr3_0467,
LANOSTESTH_PP,"lanosterol ester hydrolase, yeast-specific",[c] : h2o + lanostest_PP --> h + lanost + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya,Sterol Metabolism,"PAS_chr3_0252, PAS_chr2-1_0409",
LANOSTESTH_PPe,"lanosterol ester hydrolase, yeast-specific (extracellular)",[e] : h2o + lanostest_PP --> h + lanost + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya,Sterol Metabolism,PAS_chr2-1_0409,
LANOSTt,lanosterol reversible transport,lanost[e] <==> lanost[c],"Transport, Extracellular",PAS_chr2-1_0280,
LCYSTintv,L-cystine transport via proton symport (vacuolar),Lcystin[v] + h[v] --> Lcystin[c] + h[c],"Transport, Vacuolar",PAS_chr3_0821,
LEUt2r,L-leucine reversible transport via proton symport,h[e] + leu-L[e] <==> h[c] + leu-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0203, PAS_chr1-1_0030",
LEUt6,L-leucine transport in via proton antiport (vacuolar),h[v] + leu-L[c] --> h[c] + leu-L[v],"Transport, Vacuolar",PAS_chr3_0226,
LEUt7,"L-leucine transport out via proton symport, vacuolar",h[v] + leu-L[v] --> h[c] + leu-L[c],"Transport, Vacuolar","PAS_chr3_0295, PAS_chr2-2_0343",
LEUTA,leucine transaminase,[c] : akg + leu-L <==> 4mop + glu-L,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
LEUTAm,"leucine transaminase, mitochondrial",[m] : akg + leu-L <==> 4mop + glu-L,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
LEUTRS,Leucyl-tRNA synthetase,[c] : atp + leu-L + trnaleu --> amp + leutrna + ppi,tRNA charging,PAS_chr4_0393,
LEUTRSm,"leucyl-tRNA synthetase, mitochondrial",[m] : atp + leu-L + trnaleu --> amp + leutrna + ppi,tRNA charging,PAS_chr1-4_0534,
LGTHL,lactoylglutathione lyase,[c] : gthrd + mthgxl --> lgt-S,Alternate Carbon Metabolism,PAS_chr4_0842,
L-LACD2cm,"L-Lactate dehydrogenase, cytosolic/mitochondrial",(2) ficytc[m] + lac-L[c] --> (2) focytc[m] + pyr[c],Pyruvate Metabolism,"PAS_chr4_0018, PAS_chr4_0272",
L-LACt2r,L-lactate reversible transport via proton symport,h[e] + lac-L[e] <==> h[c] + lac-L[c],"Transport, Extracellular",PAS_chr3_0440,
LNS14DM,cytochrome P450 lanosterol 14-alpha-demethylase (NADP),[c] : (2) h + lanost + (3) nadph + (3) o2 --> 44mctr + for + (4) h2o + (3) nadp,Sterol Metabolism,"PAS_chr3_0957, PAS_chr4_0806",
LNS14DMx,cytochrome P450 lanosterol 14-alpha-demethylase (NAD),[c] : (2) h + lanost + (3) nadh + (3) o2 --> 44mctr + for + (4) h2o + (3) nad,Sterol Metabolism,"PAS_chr3_0957, PAS_chr4_0953, PAS_chr4_0737, PAS_chr4_0149",
LNSTLS,lanosterol synthase,[c] : Ssq23epx --> lanost,Sterol Metabolism,PAS_chr2-1_0391,
LPCAT_PP,"Lyso-phosphatidylcholine acyltransferase acyltransferase, yeast-specific",[c] : 1agpc_PP + (0.16654) pmtcoa + (0.05956) hdcoa + (0.03292) stcoa + (0.33054) odecoa + (0.41044) ocdycacoa --> coa + pc_PP,Phospholipid Biosynthesis,PAS_chr3_0845,
LPP_PP,"lipid phosphate phosphatase, yeast-specific",[c] : dagpy_PP + h2o --> h + pa_PP + pi,Phospholipid Biosynthesis,"PAS_chr1-1_0498, PAS_chr3_0198",
LSERDHr,L-serine dehydrogenase,[c] : nadp + ser-L <==> 2amsa + h + nadph,Glycine and Serine Metabolism,PAS_chr3_0349,
LYSt2r,L-lysine reversible transport via proton symport,h[e] + lys-L[e] <==> h[c] + lys-L[c],"Transport, Extracellular","PAS_chr1-1_0030, PAS_chr1-1_0341",
LYSt6,L-lysine transport in via proton antiport (vacuolar),h[v] + lys-L[c] --> h[c] + lys-L[v],"Transport, Vacuolar","PAS_chr3_0519, PAS_chr1-3_0206, PAS_chr3_1201",
LYSTRS,Lysyl-tRNA synthetase,[c] : atp + lys-L + trnalys --> amp + lystrna + ppi,tRNA charging,PAS_chr3_0949,
LYSTRSm,"Lysyl-tRNA synthetase, mitochondrial",[m] : atp + lys-L + trnalys --> amp + lystrna + ppi,tRNA charging,PAS_chr1-1_0047,
MALS,malate synthase,[c] : accoa + glx + h2o --> coa + h + mal-L,Anaplerotic Reactions,PAS_chr4_0191,
MALSp,malate synthase,[x] : accoa + glx + h2o --> coa + h + mal-L,Anaplerotic reactions,PAS_chr4_0191,
MALt2r,L-malate reversible transport via proton symport,h[e] + mal-L[e] <==> h[c] + mal-L[c],"Transport, Extracellular",NA,
MALtm,"malate transport, mitochondrial",mal-L[c] + pi[m] <==> mal-L[m] + pi[c],"Transport, Mitochondrial",PAS_chr4_0877,
MALTt2,maltose transport in via proton symport,h[e] + malt[e] --> h[c] + malt[c],"Transport, Extracellular",PAS_chr4_0011,
MAN1PT,mannose-1-phosphate guanylyltransferase,[c] : gtp + h + man1p --> gdpmann + ppi,Fructose and Mannose Metabolism,PAS_chr3_0870,
MAN6PI,mannose-6-phosphate isomerase,[c] : man6p <==> f6p,Fructose and Mannose Metabolism,PAS_chr3_1115,
MANt2,D-mannose transport in via proton symport,h[e] + man[e] --> h[c] + man[c],"Transport, Extracellular",PAS_chr1-4_0570,
MCITDm,"2-methylcitrate dehydratase, mitochondrial",[m] : hcit <==> b124tc + h2o,Threonine and Lysine Metabolism,PAS_chr1-1_0313,
MCITL2m,methylisocitrate lyase,[m] : micit --> pyr + succ,Anaplerotic reactions,PAS_chr1-4_0338,
MCITSm,2-methylcitrate synthase,[m] : h2o + oaa + ppcoa --> 2mcit + coa + h,Anaplerotic reactions,PAS_chr1-1_0475,
MCOATA,Malonyl-CoA-ACP transacylase,[c] : ACP + malcoa <==> coa + malACP,Fatty Acid  Biosynthesis,PAS_chr1-1_0008+PAS_chr1-4_0295,
MCOATAm,"Malonyl-CoA-ACP transacylase, mitochondrial",[m] : ACP + malcoa <==> coa + malACP,Fatty Acid  Biosynthesis,"PAS_chr3_0631, PAS_chr3_1119, PAS_chr2-1_0856, PAS_chr2-1_0224, PAS_chr4_0311, PAS_chr4_0511",
MDH,malate dehydrogenase,[c] : mal-L + nad <==> h + nadh + oaa,Oxidative Phosphorylation,PAS_chr4_0815,
MDHm,"malate dehydrogenase, mitochondrial",[m] : mal-L + nad <==> h + nadh + oaa,Oxidative Phosphorylation,PAS_chr2-1_0238,
MDHp,"malate dehydrogenase, peroxisomal",[x] : mal-L + nad <==> h + nadh + oaa,Oxidative Phosphorylation,PAS_chr4_0815,
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,[c] : 5mdru1p --> dkmpp + h2o,Methionine Metabolism,PAS_chr4_0280,
ME1m,"malic enzyme (NAD), mitochondrial",[m] : mal-L + nad --> co2 + nadh + pyr,Anaplerotic reactions,PAS_chr3_0181,
ME2m,"malic enzyme (NADP), mitochondrial",[m] : mal-L + nadp --> co2 + nadph + pyr,Anaplerotic reactions,PAS_chr3_0181,
METAT,methionine adenosyltransferase,[c] : atp + h2o + met-L --> amet + pi + ppi,Methionine Metabolism,PAS_chr3_0876,[13]
METOHte,Methanol extracellular transport,metoh[c] <==> metoh[e],"Transport, Extracellular",NA,
METOHtx,Methanol peroxisomal transport,metoh[c] <==> metoh[x],"Transport, Peroxisomal",NA,
METS,methionine synthase,[c] : 5mthf + hcys-L --> h + met-L + thf,Methionine Metabolism,PAS_chr2-1_0160,
METt2r,L-methionine reversible transport via proton symport,h[e] + met-L[e] <==> h[c] + met-L[c],"Transport, Extracellular","PAS_chr2-1_0351, PAS_chr1-1_0221, PAS_chr1-4_0479, PAS_chr1-1_0203, PAS_chr1-1_0030",
METTRS,Methionyl-tRNA synthetase,[c] : atp + met-L + trnamet --> amp + mettrna + ppi,tRNA charging,PAS_chr2-1_0346,
METTRSm,"methionyl-tRNA synthetase, mitochondrial",[m] : atp + met-L + trnamet --> amp + mettrna + ppi,tRNA charging,PAS_chr2-1_0396,
MEVK1,mevalonate kinase (atp),[c] : atp + mev-R --> 5pmev + adp + h,Sterol Metabolism,PAS_chr1-3_0187,
MEVK2,mevalonate kinase (ctp),[c] : ctp + mev-R --> 5pmev + cdp + h,Sterol Metabolism,PAS_chr1-3_0187,
MEVK3,mevalonate kinase (gtp),[c] : gtp + mev-R --> 5pmev + gdp + h,Sterol Metabolism,PAS_chr1-3_0187,
MEVK4,mevalonate kinase (utp),[c] : mev-R + utp --> 5pmev + h + udp,Sterol Metabolism,PAS_chr1-3_0187,
MFAPS_PP,"methylene-fatty-acyl-phospholipid synthase, yeast-specific",[c] : amet + ptdmeeta_PP --> ahcys + h + ptd2meeta_PP,Phospholipid Biosynthesis,PAS_chr3_0859,
MHPGLUT,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,[c] : hcys-L + mhpglu --> hpglu + met-L,Methionine Metabolism,PAS_chr2-1_0160,
MI13456PKn,"inositol-1,3,4,5,6-pentakisphosphate 2-kinase, nuclear",[n] : atp + mi13456p --> adp + h + minohp,Phospholipid Biosynthesis,PAS_chr3_0630,
MI1345PKn,"inositol-1,3,4,5-triphosphate 6-kinase, nucleus",[n] : atp + mi1345p --> adp + h + mi13456p,Phospholipid Biosynthesis,PAS_chr1-4_0293,
MI1456PKn,"inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus",[n] : atp + mi1456p --> adp + h + mi13456p,Phospholipid Biosynthesis,PAS_chr1-4_0293,
MI145P6Kn,"inositol-1,4,5-triphosphate 6-kinase, nucleus",[n] : atp + mi145p --> adp + h + mi1456p,Phospholipid Biosynthesis,PAS_chr1-4_0293,
MI145PKn,"inositol-1,4,5-trisphosphate 3-kinase, nucleus",[n] : atp + mi145p --> adp + h + mi1345p,Phospholipid Biosynthesis,PAS_chr1-4_0293,
MI1PP,myo-inositol 1-phosphatase,[c] : h2o + mi1p-D --> inost + pi,Phospholipid Biosynthesis,PAS_chr4_0730,
MI1PS,myo-Inositol-1-phosphate synthase,[c] : g6p --> mi1p-D,Phospholipid Biosynthesis,PAS_chr2-2_0113,
MIP2C124PLC_PP,"Mannose-(inositol-P)2-ceramide, ceramide-1 (24C) phospholipase C",[c] : h2o + mip2c124_PP --> cer1_24 + h + man2mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIP2C126PLC_PP,"Mannose-(inositol-P)2-ceramide, ceramide-1 (26C) phospholipase C",[c] : h2o + mip2c126_PP --> cer1_26 + h + man2mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIP2C224PLC_PP,"Mannose-(inositol-P)2-ceramide, ceramide-2 (24C) phospholipase C",[c] : h2o + mip2c224_PP --> cer2_24 + h + man2mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIP2C226PLC_PP,"Mannose-(inositol-P)2-ceramide, ceramide-2 (26C) phospholipase C",[c] : h2o + mip2c226_PP --> cer2_26 + h + man2mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIP2C324PLC_PP,"Mannose-(inositol-P)2-ceramide, ceramide-3 (24C) phospholipase C",[c] : h2o + mip2c324_PP --> cer3_24 + h + man2mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIP2C326PLC_PP,"Mannose-(inositol-P)2-ceramide, ceramide-3 (26C) phospholipase C",[c] : h2o + mip2c326_PP --> cer3_26 + h + man2mi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
